Course Id,Category,Sub-Category,Rating,Instructors.
1612,Data Science,Data Analysis,4.8,
1614,Health,Basic Science,4.8,
1619,Health,Healthcare Management,4.8,
1627,Data Science,Data Analysis,4.8,
1685,Health,Patient Care,4.8,
1688,Health,Healthcare Management,4.8,
1709,Language Learning,Learning English,4.8,
1728,Language Learning,Other Languages,4.8,
1743,Language Learning,Learning English,4.8,
1748,Health,Public Health,4.8,
1767,Physical Science and Engineering,Mechanical Engineering,4.8,
1776,Personal Development,Personal Development,4.8,
1779,Language Learning,Other Languages,4.8,
1787,Data Science,Machine Learning,4.8,
1790,Language Learning,Learning English,4.8,
1797,Arts and Humanities,Music and Art,4.8,
1858,Data Science,Machine Learning,4.8,
1860,Arts and Humanities,Music and Art,4.8,
1886,Data Science,Machine Learning,4.8,
1897,Health,Patient Care,4.8,
1901,Arts and Humanities,Music and Art,4.8,
1904,Arts and Humanities,Music and Art,4.8,
1911,Information Technology,Support and Operations,4.8,
1919,Arts and Humanities,Music and Art,4.8,
1922,Health,Public Health,4.8,
1930,Arts and Humanities,Music and Art,4.8,
1940,Physical Science and Engineering,Mechanical Engineering,4.8,
1953,Physical Science and Engineering,Environmental Science and Sustainability,4.8,
1960,Personal Development,Personal Development,4.8,
1969,Physical Science and Engineering,Mechanical Engineering,4.8,
1970,Health,Patient Care,4.8,
1972,Data Science,Machine Learning,4.8,
1974,Arts and Humanities,Music and Art,4.8,
1984,Health,Patient Care,4.8,
1985,Language Learning,Learning English,4.8,
1990,Arts and Humanities,Music and Art,4.8,
2019,Social Sciences,Governance and Society,4.8,
2025,Physical Science and Engineering,Physics and Astronomy,4.8,
2061,Health,Patient Care,4.8,
2076,Language Learning,Learning English,4.8,
2080,Health,Research,4.8,
2083,Language Learning,Learning English,4.8,
2100,Data Science,Data Analysis,4.8,
2121,Data Science,Data Analysis,4.8,
2123,Data Science,Machine Learning,4.8,
2151,Information Technology,Data Management,4.8,
2158,Health,Health Informatics,4.8,
2168,Information Technology,Cloud Computing,4.8,
2170,Data Science,Data Analysis,4.8,
2186,Social Sciences,Law,4.8,
2187,Health,Public Health,4.8,
2190,Physical Science and Engineering,Environmental Science and Sustainability,4.8,
2198,Arts and Humanities,Music and Art,4.8,
2234,Information Technology,Cloud Computing,4.8,
2246,Information Technology,Cloud Computing,4.8,
2251,Physical Science and Engineering,Mechanical Engineering,4.8,
2258,Social Sciences,Law,4.8,
2266,Arts and Humanities,Music and Art,4.8,
2275,Arts and Humanities,Music and Art,4.8,
2283,Arts and Humanities,Music and Art,4.8,
2287,Health,Patient Care,4.8,
2304,Health,Patient Care,4.8,
2311,Personal Development,Personal Development,4.8,
2319,Information Technology,Cloud Computing,4.8,
2322,Information Technology,Cloud Computing,4.8,
2329,Arts and Humanities,Music and Art,4.8,
2351,Information Technology,Security,4.8,
2358,Math and Logic,Math and Logic,4.8,
2380,Personal Development,Personal Development,4.8,
2386,Data Science,Machine Learning,4.8,
2390,Arts and Humanities,Music and Art,4.8,
2408,Information Technology,Security,4.8,
2416,Physical Science and Engineering,Environmental Science and Sustainability,4.8,
2420,Language Learning,Learning English,4.8,
2425,Information Technology,Cloud Computing,4.8,
2431,Data Science,Data Analysis,4.8,
2433,Personal Development,Personal Development,4.8,
2435,Language Learning,Learning English,4.8,
2436,Arts and Humanities,Music and Art,4.8,
2441,Health,Healthcare Management,4.8,
2445,Information Technology,Cloud Computing,4.8,
2448,Physical Science and Engineering,Mechanical Engineering,4.8,
2455,Information Technology,Data Management,4.8,
2469,Data Science,Machine Learning,4.8,
2506,Arts and Humanities,Music and Art,4.8,
2539,Arts and Humanities,Music and Art,4.8,
2566,Physical Science and Engineering,Physics and Astronomy,4.8,
2567,Language Learning,Other Languages,4.8,
2583,Language Learning,Learning English,4.8,
2584,Data Science,Data Analysis,4.8,
2585,Language Learning,Learning English,4.8,
2599,Arts and Humanities,Music and Art,4.8,
2602,Arts and Humanities,Music and Art,4.8,
2604,Physical Science and Engineering,Environmental Science and Sustainability,4.8,
2612,Personal Development,Personal Development,4.8,
2616,Data Science,Probability and Statistics,4.8,
2622,Information Technology,Cloud Computing,4.8,
2642,Data Science,Data Analysis,4.8,
2643,Arts and Humanities,Music and Art,4.8,
2644,Data Science,Data Analysis,4.8,
2649,Arts and Humanities,Music and Art,4.8,
2653,Data Science,Probability and Statistics,4.8,
2661,Data Science,Data Analysis,4.8,
2663,Physical Science and Engineering,Electrical Engineering,4.8,
2689,Data Science,Data Analysis,4.8,
2702,Physical Science and Engineering,Electrical Engineering,4.8,
2705,Information Technology,Cloud Computing,4.8,
2709,Data Science,Machine Learning,4.8,
2712,Health,Public Health,4.8,
2713,Health,Basic Science,4.8,
2714,Information Technology,Security,4.8,
2717,Arts and Humanities,Music and Art,4.8,
2720,Personal Development,Personal Development,4.8,
2721,Information Technology,Networking,4.8,
2737,Health,Health Informatics,4.8,
2752,Physical Science and Engineering,Environmental Science and Sustainability,4.8,
2756,Health,Patient Care,4.8,
2776,Personal Development,Personal Development,4.8,
2781,Social Sciences,Education,4.8,
2796,Data Science,Data Analysis,4.8,
2804,Physical Science and Engineering,Environmental Science and Sustainability,4.8,
2807,Arts and Humanities,Music and Art,4.8,
2808,Physical Science and Engineering,Electrical Engineering,4.8,
2814,Language Learning,Other Languages,4.8,
569,Computer Science,Software Development,4.8,
591,Computer Science,Software Development,4.8,
613,Computer Science,Mobile and Web Development,4.8,
639,Computer Science,Design and Product,4.8,
641,Computer Science,Computer Security and Networks,4.8,
654,Computer Science,Design and Product,4.8,
669,Computer Science,Design and Product,4.8,
687,Computer Science,Software Development,4.8,
713,Computer Science,Software Development,4.8,
742,Computer Science,Mobile and Web Development,4.8,
748,Computer Science,Computer Security and Networks,4.8,
760,Computer Science,Design and Product,4.8,
766,Computer Science,Algorithms,4.8,
776,Computer Science,Design and Product,4.8,
802,Computer Science,Software Development,4.8,
806,Computer Science,Design and Product,4.8,
814,Computer Science,Design and Product,4.8,
846,Computer Science,Software Development,4.8,
847,Computer Science,Software Development,4.8,
887,Computer Science,Algorithms,4.8,
902,Computer Science,Design and Product,4.8,
919,Computer Science,Algorithms,4.8,
945,Computer Science,Design and Product,4.8,
969,Computer Science,Software Development,4.8,
989,Computer Science,Mobile and Web Development,4.8,
1049,Computer Science,Algorithms,4.8,
1063,Computer Science,Computer Security and Networks,4.8,
1101,Computer Science,Design and Product,4.8,
1107,Computer Science,Design and Product,4.8,
1133,Computer Science,Software Development,4.8,
1144,Computer Science,Algorithms,4.8,
1169,Computer Science,Software Development,4.8,
1195,Computer Science,Software Development,4.8,
1217,Computer Science,Algorithms,4.8,
1319,Computer Science,Mobile and Web Development,4.8,
1355,Computer Science,Software Development,4.8,
1480,Computer Science,Software Development,4.8,
1507,Computer Science,Algorithms,4.8,
1526,Computer Science,Software Development,4.8,
1561,Computer Science,Mobile and Web Development,4.8,
1607,Computer Science,Algorithms,4.8,
1636,Computer Science,Mobile and Web Development,4.8,
1653,Computer Science,Design and Product,4.8,
1708,Computer Science,Software Development,4.8,
1733,Computer Science,Algorithms,4.8,
1759,Computer Science,Mobile and Web Development,4.8,
1777,Computer Science,Software Development,4.8,
1801,Computer Science,Software Development,4.8,
1874,Computer Science,Algorithms,4.8,
1909,Computer Science,Design and Product,4.8,
1912,Computer Science,Software Development,4.8,
1926,Computer Science,Software Development,4.8,
2008,Computer Science,Software Development,4.8,
2012,Computer Science,Design and Product,4.8,
2077,Computer Science,Mobile and Web Development,4.8,
2094,Computer Science,Algorithms,4.8,
2134,Computer Science,Software Development,4.8,
2172,Computer Science,Algorithms,4.8,
2194,Computer Science,Software Development,4.8,
2205,Computer Science,Software Development,4.8,
2226,Computer Science,Software Development,4.8,
2313,Computer Science,Mobile and Web Development,4.8,
2359,Computer Science,Software Development,4.8,
2368,Computer Science,Algorithms,4.8,
2370,Computer Science,Algorithms,4.8,
2381,Computer Science,Software Development,4.8,
2415,Computer Science,Design and Product,4.8,
2417,Computer Science,Software Development,4.8,
2432,Computer Science,Software Development,4.8,
2458,Computer Science,Software Development,4.8,
2467,Computer Science,Mobile and Web Development,4.8,
2474,Computer Science,Software Development,4.8,
2478,Computer Science,Software Development,4.8,
2479,Computer Science,Software Development,4.8,
2500,Computer Science,Software Development,4.8,
2508,Computer Science,Algorithms,4.8,
2514,Computer Science,Software Development,4.8,
2545,Computer Science,Design and Product,4.8,
2572,Computer Science,Algorithms,4.8,
2629,Computer Science,Mobile and Web Development,4.8,
2659,Computer Science,Software Development,4.8,
2673,Computer Science,Mobile and Web Development,4.8,
2783,Computer Science,Software Development,4.8,
2785,Computer Science,Software Development,4.8,
2798,Computer Science,Software Development,4.8,
2811,Computer Science,Algorithms,4.8,
509,Business,Leadership and Management,4.8,
524,Business,Leadership and Management,4.8,
525,Business,Business Strategy,4.8,
526,Business,Finance,4.8,
527,Business,Leadership and Management,4.8,
531,Business,Business Essentials,4.8,
537,Business,Business Strategy,4.8,
559,Business,Leadership and Management,4.8,
577,Business,Business Essentials,4.8,
589,Business,Business Strategy,4.8,
590,Business,Leadership and Management,4.8,
595,Business,Leadership and Management,4.8,
610,Business,Business Strategy,4.8,
644,Business,Business Essentials,4.8,
645,Business,Marketing,4.8,
646,Business,Leadership and Management,4.8,
648,Business,Business Strategy,4.8,
657,Business,Finance,4.8,
660,Business,Marketing,4.8,
661,Business,Leadership and Management,4.8,
680,Business,Business Essentials,4.8,
681,Business,Leadership and Management,4.8,
685,Business,Finance,4.8,
688,Business,Marketing,4.8,
693,Business,Leadership and Management,4.8,
705,Business,Leadership and Management,4.8,
720,Business,Marketing,4.8,
733,Business,Marketing,4.8,
743,Business,Leadership and Management,4.8,
744,Business,Leadership and Management,4.8,
746,Business,Marketing,4.8,
755,Business,Leadership and Management,4.8,
757,Business,Marketing,4.8,
768,Business,Finance,4.8,
790,Business,Finance,4.8,
804,Business,Marketing,4.8,
810,Business,Finance,4.8,
812,Business,Leadership and Management,4.8,
833,Business,Leadership and Management,4.8,
838,Business,Leadership and Management,4.8,
845,Business,Business Essentials,4.8,
864,Business,Marketing,4.8,
869,Business,Finance,4.8,
881,Business,Business Essentials,4.8,
886,Business,Finance,4.8,
889,Business,Business Essentials,4.8,
900,Business,Leadership and Management,4.8,
903,Business,Marketing,4.8,
906,Business,Marketing,4.8,
911,Business,Leadership and Management,4.8,
912,Business,Business Strategy,4.8,
928,Business,Marketing,4.8,
931,Business,Business Essentials,4.8,
934,Business,Business Essentials,4.8,
937,Business,Marketing,4.8,
946,Business,Entrepreneurship,4.8,
953,Business,Leadership and Management,4.8,
967,Business,Marketing,4.8,
1024,Business,Leadership and Management,4.8,
1052,Business,Finance,4.8,
1060,Business,Leadership and Management,4.8,
1064,Business,Business Strategy,4.8,
1072,Business,Business Strategy,4.8,
1079,Business,Finance,4.8,
1084,Business,Leadership and Management,4.8,
1096,Business,Entrepreneurship,4.8,
1105,Business,Finance,4.8,
1108,Business,Leadership and Management,4.8,
1114,Business,Business Essentials,4.8,
1131,Business,Business Strategy,4.8,
1147,Business,Leadership and Management,4.8,
1148,Business,Leadership and Management,4.8,
1154,Business,Leadership and Management,4.8,
1159,Business,Business Essentials,4.8,
1164,Business,Business Essentials,4.8,
1175,Business,Entrepreneurship,4.8,
1181,Business,Business Essentials,4.8,
1186,Business,Leadership and Management,4.8,
1193,Business,Business Essentials,4.8,
1207,Business,Business Strategy,4.8,
1208,Business,Finance,4.8,
1213,Business,Leadership and Management,4.8,
1243,Business,Business Strategy,4.8,
1265,Business,Business Essentials,4.8,
1275,Business,Leadership and Management,4.8,
1277,Business,Leadership and Management,4.8,
1288,Business,Finance,4.8,
1293,Business,Business Essentials,4.8,
1320,Business,Business Essentials,4.8,
1357,Business,Finance,4.8,
1402,Business,Leadership and Management,4.8,
1403,Business,Business Essentials,4.8,
1439,Business,Business Essentials,4.8,
1473,Business,Leadership and Management,4.8,
1476,Business,Leadership and Management,4.8,
1490,Business,Business Essentials,4.8,
1498,Business,Leadership and Management,4.8,
1499,Business,Leadership and Management,4.8,
1501,Business,Finance,4.8,
1516,Business,Finance,4.8,
1522,Business,Leadership and Management,4.8,
1550,Business,Leadership and Management,4.8,
1552,Business,Business Essentials,4.8,
1555,Business,Leadership and Management,4.8,
1581,Business,Finance,4.8,
1583,Business,Leadership and Management,4.8,
1594,Business,Leadership and Management,4.8,
1621,Business,Marketing,4.8,
1624,Business,Finance,4.8,
1630,Business,Leadership and Management,4.8,
1680,Business,Entrepreneurship,4.8,
1703,Business,Marketing,4.8,
1717,Business,Finance,4.8,
1740,Business,Business Essentials,4.8,
1754,Business,Entrepreneurship,4.8,
1810,Business,Marketing,4.8,
1812,Business,Business Strategy,4.8,
1833,Business,Entrepreneurship,4.8,
1835,Business,Marketing,4.8,
1857,Business,Finance,4.8,
1863,Business,Business Essentials,4.8,
1873,Business,Business Essentials,4.8,
1889,Business,Business Essentials,4.8,
1900,Business,Leadership and Management,4.8,
1943,Business,Leadership and Management,4.8,
1947,Business,Business Essentials,4.8,
1959,Business,Leadership and Management,4.8,
1977,Business,Business Strategy,4.8,
2001,Business,Business Strategy,4.8,
2072,Business,Business Strategy,4.8,
2079,Business,Business Strategy,4.8,
2156,Business,Business Essentials,4.8,
2167,Business,Finance,4.8,
2176,Business,Marketing,4.8,
2182,Business,Marketing,4.8,
2193,Business,Business Essentials,4.8,
2197,Business,Finance,4.8,
2235,Business,Finance,4.8,
2242,Business,Marketing,4.8,
2243,Business,Finance,4.8,
2265,Business,Leadership and Management,4.8,
2267,Business,Business Strategy,4.8,
2291,Business,Leadership and Management,4.8,
2296,Business,Business Essentials,4.8,
2327,Business,Business Essentials,4.8,
2350,Business,Entrepreneurship,4.8,
2353,Business,Finance,4.8,
2355,Business,Leadership and Management,4.8,
2365,Business,Entrepreneurship,4.8,
2371,Business,Finance,4.8,
2373,Business,Leadership and Management,4.8,
2378,Business,Entrepreneurship,4.8,
2411,Business,Marketing,4.8,
2424,Business,Leadership and Management,4.8,
2447,Business,Marketing,4.8,
2538,Business,Leadership and Management,4.8,
2581,Business,Business Strategy,4.8,
2595,Business,Leadership and Management,4.8,
2600,Business,Business Essentials,4.8,
2609,Business,Business Essentials,4.8,
2628,Business,Marketing,4.8,
2633,Business,Leadership and Management,4.8,
2641,Business,Leadership and Management,4.8,
2671,Business,Marketing,4.8,
2685,Business,Leadership and Management,4.8,
2715,Business,Finance,4.8,
2759,Business,Business Essentials,4.8,
2761,Business,Business Strategy,4.8,
2763,Business,Business Strategy,4.8,
2766,Business,Business Strategy,4.8,
2794,Business,Business Essentials,4.8,
522,Business,Finance,4.6,
528,Business,Finance,4.6,
549,Business,Business Essentials,4.6,
560,Business,Business Strategy,4.6,
597,Business,Business Strategy,4.6,
692,Business,Business Essentials,4.6,
696,Business,Leadership and Management,4.6,
728,Business,Leadership and Management,4.6,
729,Business,Business Essentials,4.6,
773,Business,Business Strategy,4.6,
789,Business,Business Essentials,4.6,
830,Business,Business Essentials,4.6,
832,Business,Finance,4.6,
837,Business,Business Essentials,4.6,
853,Business,Marketing,4.6,
913,Business,Marketing,4.6,
917,Business,Leadership and Management,4.6,
971,Business,Finance,4.6,
982,Business,Business Essentials,4.6,
1011,Business,Business Essentials,4.6,
1017,Business,Finance,4.6,
1053,Business,Leadership and Management,4.6,
1134,Business,Marketing,4.6,
1141,Business,Leadership and Management,4.6,
1171,Business,Leadership and Management,4.6,
1192,Business,Finance,4.6,
1209,Business,Leadership and Management,4.6,
1229,Business,Business Strategy,4.6,
1245,Business,Business Strategy,4.6,
1280,Business,Business Essentials,4.6,
1284,Business,Business Essentials,4.6,
1307,Business,Business Essentials,4.6,
1325,Business,Business Strategy,4.6,
1330,Business,Finance,4.6,
1334,Business,Business Essentials,4.6,
1339,Business,Finance,4.6,
1342,Business,Marketing,4.6,
1389,Business,Business Essentials,4.6,
1395,Business,Finance,4.6,
1407,Business,Finance,4.6,
1454,Business,Marketing,4.6,
1475,Business,Leadership and Management,4.6,
1477,Business,Finance,4.6,
1510,Business,Leadership and Management,4.6,
1540,Business,Business Strategy,4.6,
1591,Business,Finance,4.6,
1626,Business,Leadership and Management,4.6,
1628,Business,Entrepreneurship,4.6,
1637,Business,Marketing,4.6,
1661,Business,Business Strategy,4.6,
1671,Business,Entrepreneurship,4.6,
1675,Business,Business Strategy,4.6,
1677,Business,Marketing,4.6,
1695,Business,Marketing,4.6,
1753,Business,Business Essentials,4.6,
1785,Business,Finance,4.6,
1870,Business,Business Strategy,4.6,
1880,Business,Business Strategy,4.6,
1895,Business,Business Strategy,4.6,
1910,Business,Finance,4.6,
1968,Business,Business Essentials,4.6,
1983,Business,Business Strategy,4.6,
1996,Business,Finance,4.6,
1997,Business,Marketing,4.6,
2005,Business,Business Strategy,4.6,
2020,Business,Leadership and Management,4.6,
2039,Business,Business Strategy,4.6,
2040,Business,Business Essentials,4.6,
2081,Business,Finance,4.6,
2097,Business,Business Strategy,4.6,
2103,Business,Leadership and Management,4.6,
2155,Business,Finance,4.6,
2177,Business,Business Strategy,4.6,
2200,Business,Business Strategy,4.6,
2208,Business,Business Essentials,4.6,
2217,Business,Business Essentials,4.6,
2221,Business,Business Essentials,4.6,
2247,Business,Finance,4.6,
2277,Business,Marketing,4.6,
2294,Business,Finance,4.6,
2303,Business,Marketing,4.6,
2330,Business,Business Strategy,4.6,
2338,Business,Entrepreneurship,4.6,
2354,Business,Marketing,4.6,
2400,Business,Entrepreneurship,4.6,
2463,Business,Marketing,4.6,
2468,Business,Leadership and Management,4.6,
2489,Business,Finance,4.6,
2509,Business,Leadership and Management,4.6,
2527,Business,Business Strategy,4.6,
2544,Business,Business Essentials,4.6,
2549,Business,Business Essentials,4.6,
2573,Business,Marketing,4.6,
2605,Business,Marketing,4.6,
2606,Business,Business Essentials,4.6,
2625,Business,Marketing,4.6,
2672,Business,Leadership and Management,4.6,
2676,Business,Finance,4.6,
2701,Business,Marketing,4.6,
2718,Business,Marketing,4.6,
2727,Business,Business Strategy,4.6,
2745,Business,Business Essentials,4.6,
2772,Business,Marketing,4.6,
2778,Business,Business Essentials,4.6,
2806,Business,Leadership and Management,4.6,
503,Data Science,Data Analysis,4.6,
619,Data Science,Data Analysis,4.6,
683,Data Science,Data Analysis,4.6,
689,Data Science,Data Analysis,4.6,
690,Data Science,Machine Learning,4.6,
698,Data Science,Data Analysis,4.6,
708,Data Science,Data Analysis,4.6,
735,Data Science,Data Analysis,4.6,
736,Data Science,Data Analysis,4.6,
753,Data Science,Machine Learning,4.6,
842,Data Science,Machine Learning,4.6,
850,Data Science,Machine Learning,4.6,
860,Data Science,Machine Learning,4.6,
936,Data Science,Data Analysis,4.6,
954,Data Science,Machine Learning,4.6,
968,Data Science,Machine Learning,4.6,
984,Data Science,Probability and Statistics,4.6,
990,Data Science,Machine Learning,4.6,
1030,Data Science,Machine Learning,4.6,
1040,Data Science,Data Analysis,4.6,
1046,Data Science,Data Analysis,4.6,
1235,Data Science,Data Analysis,4.6,
1258,Data Science,Data Analysis,4.6,
1396,Data Science,Data Analysis,4.6,
1421,Data Science,Data Analysis,4.6,
1494,Data Science,Data Analysis,4.6,
1505,Data Science,Probability and Statistics,4.6,
1513,Data Science,Data Analysis,4.6,
1577,Data Science,Data Analysis,4.6,
1587,Data Science,Probability and Statistics,4.6,
1616,Data Science,Data Analysis,4.6,
1625,Data Science,Data Analysis,4.6,
1634,Data Science,Machine Learning,4.6,
1642,Data Science,Data Analysis,4.6,
1662,Data Science,Data Analysis,4.6,
1691,Data Science,Data Analysis,4.6,
1702,Data Science,Data Analysis,4.6,
1721,Data Science,Machine Learning,4.6,
1730,Data Science,Data Analysis,4.6,
1735,Data Science,Data Analysis,4.6,
1788,Data Science,Machine Learning,4.6,
1799,Data Science,Machine Learning,4.6,
1803,Data Science,Machine Learning,4.6,
1872,Data Science,Machine Learning,4.6,
1891,Data Science,Data Analysis,4.6,
1894,Data Science,Data Analysis,4.6,
1898,Data Science,Data Analysis,4.6,
1905,Data Science,Machine Learning,4.6,
1971,Data Science,Machine Learning,4.6,
1982,Data Science,Data Analysis,4.6,
1987,Data Science,Data Analysis,4.6,
2021,Data Science,Machine Learning,4.6,
2036,Data Science,Machine Learning,4.6,
2064,Data Science,Machine Learning,4.6,
2093,Data Science,Probability and Statistics,4.6,
2114,Data Science,Machine Learning,4.6,
2135,Data Science,Data Analysis,4.6,
2153,Data Science,Machine Learning,4.6,
2162,Data Science,Probability and Statistics,4.6,
2181,Data Science,Data Analysis,4.6,
2233,Data Science,Machine Learning,4.6,
2337,Data Science,Data Analysis,4.6,
2407,Data Science,Data Analysis,4.6,
2439,Data Science,Machine Learning,4.6,
2440,Data Science,Data Analysis,4.6,
2498,Data Science,Data Analysis,4.6,
2534,Data Science,Probability and Statistics,4.6,
2542,Data Science,Machine Learning,4.6,
2556,Data Science,Data Analysis,4.6,
2748,Data Science,Machine Learning,4.6,
502,Information Technology,Networking,4.6,
517,Information Technology,Security,4.6,
558,Computer Science,Software Development,4.6,
562,Personal Development,Personal Development,4.6,
666,Information Technology,Cloud Computing,4.6,
702,Social Sciences,Economics,4.6,
843,Arts and Humanities,Music and Art,4.6,
861,Information Technology,Security,4.6,
882,Computer Science,Software Development,4.6,
926,Computer Science,Software Development,4.6,
951,Computer Science,Algorithms,4.6,
1018,Computer Science,Algorithms,4.6,
1029,Computer Science,Software Development,4.6,
1058,Computer Science,Software Development,4.6,
1066,Computer Science,Algorithms,4.6,
1067,Computer Science,Software Development,4.6,
1082,Computer Science,Algorithms,4.6,
1092,Information Technology,Security,4.6,
1127,Physical Science and Engineering,Mechanical Engineering,4.6,
1151,Information Technology,Cloud Computing,4.6,
1157,Physical Science and Engineering,Electrical Engineering,4.6,
1166,Computer Science,Software Development,4.6,
1210,Computer Science,Software Development,4.6,
1232,Computer Science,Design and Product,4.6,
1241,Computer Science,Software Development,4.6,
1242,Information Technology,Cloud Computing,4.6,
1302,Health,Health Informatics,4.6,
1309,Information Technology,Cloud Computing,4.6,
1315,Computer Science,Design and Product,4.6,
1365,Computer Science,Design and Product,4.6,
1371,Computer Science,Software Development,4.6,
1400,Personal Development,Personal Development,4.6,
1419,Arts and Humanities,Music and Art,4.6,
1426,Computer Science,Computer Security and Networks,4.6,
1468,Information Technology,Cloud Computing,4.6,
1492,Computer Science,Software Development,4.6,
1496,Information Technology,Cloud Computing,4.6,
1512,Computer Science,Software Development,4.6,
1546,Health,Patient Care,4.6,
1574,Math and Logic,Math and Logic,4.6,
1582,Physical Science and Engineering,Mechanical Engineering,4.6,
1595,Computer Science,Software Development,4.6,
1599,Computer Science,Software Development,4.6,
1632,Information Technology,Security,4.6,
1639,Computer Science,Software Development,4.6,
1643,Computer Science,Software Development,4.6,
1656,Information Technology,Data Management,4.6,
1667,Computer Science,Software Development,4.6,
1684,Computer Science,Mobile and Web Development,4.6,
1687,Personal Development,Personal Development,4.6,
1723,Information Technology,Cloud Computing,4.6,
1739,Computer Science,Design and Product,4.6,
1742,Computer Science,Design and Product,4.6,
1751,Personal Development,Personal Development,4.6,
1763,Computer Science,Software Development,4.6,
1775,Computer Science,Software Development,4.6,
1800,Computer Science,Algorithms,4.6,
1809,Information Technology,Cloud Computing,4.6,
1818,Computer Science,Software Development,4.6,
1819,Computer Science,Software Development,4.6,
1839,Information Technology,Cloud Computing,4.6,
1845,Personal Development,Personal Development,4.6,
1864,Computer Science,Software Development,4.6,
1916,Computer Science,Software Development,4.6,
1921,Language Learning,Other Languages,4.6,
1928,Health,Public Health,4.6,
1952,Computer Science,Software Development,4.6,
1961,Information Technology,Data Management,4.6,
1976,Computer Science,Software Development,4.6,
1979,Computer Science,Software Development,4.6,
2015,Physical Science and Engineering,Mechanical Engineering,4.6,
2030,Information Technology,Security,4.6,
2034,Computer Science,Software Development,4.6,
2046,Computer Science,Software Development,4.6,
2060,Physical Science and Engineering,Mechanical Engineering,4.6,
2063,Computer Science,Software Development,4.6,
2065,Information Technology,Cloud Computing,4.6,
2098,Computer Science,Computer Security and Networks,4.6,
2102,Computer Science,Computer Security and Networks,4.6,
2104,Health,Patient Care,4.6,
2137,Computer Science,Design and Product,4.6,
2147,Language Learning,Other Languages,4.6,
2164,Information Technology,Data Management,4.6,
2171,Physical Science and Engineering,Physics and Astronomy,4.6,
2180,Language Learning,Learning English,4.6,
2191,Language Learning,Learning English,4.6,
2230,Physical Science and Engineering,Electrical Engineering,4.6,
2239,Information Technology,Cloud Computing,4.6,
2253,Health,Healthcare Management,4.6,
2261,Computer Science,Software Development,4.6,
2262,Math and Logic,Math and Logic,4.6,
2264,Information Technology,Data Management,4.6,
2272,Language Learning,Learning English,4.6,
2286,Computer Science,Software Development,4.6,
2323,Health,Patient Care,4.6,
2325,Physical Science and Engineering,Electrical Engineering,4.6,
2328,Computer Science,Computer Security and Networks,4.6,
2352,Computer Science,Design and Product,4.6,
2376,Computer Science,Software Development,4.6,
2399,Physical Science and Engineering,Mechanical Engineering,4.6,
2414,Information Technology,Cloud Computing,4.6,
2421,Computer Science,Software Development,4.6,
2486,Computer Science,Mobile and Web Development,4.6,
2491,Health,Patient Care,4.6,
2511,Computer Science,Algorithms,4.6,
2523,Social Sciences,Governance and Society,4.6,
2560,Health,Public Health,4.6,
2568,Information Technology,Security,4.6,
2575,Language Learning,Learning English,4.6,
2579,Computer Science,Software Development,4.6,
2582,Computer Science,Software Development,4.6,
2588,Information Technology,Cloud Computing,4.6,
2592,Computer Science,Software Development,4.6,
2611,Health,Health Informatics,4.6,
2618,Language Learning,Other Languages,4.6,
2624,Personal Development,Personal Development,4.6,
2634,Computer Science,Software Development,4.6,
2640,Physical Science and Engineering,Physics and Astronomy,4.6,
2646,Physical Science and Engineering,Mechanical Engineering,4.6,
2670,Information Technology,Cloud Computing,4.6,
2725,Information Technology,Data Management,4.6,
2726,Computer Science,Software Development,4.6,
2730,Computer Science,Design and Product,4.6,
2731,Computer Science,Software Development,4.6,
2736,Computer Science,Mobile and Web Development,4.6,
2760,Physical Science and Engineering,Mechanical Engineering,4.6,
2816,Arts and Humanities,Philosophy,4.6,
541,Information Technology,Cloud Computing,4.5,
564,Business,Business Essentials,4.5,
574,Business,Business Essentials,4.5,
600,Business,Business Essentials,4.5,
624,Data Science,Machine Learning,4.5,
627,Language Learning,Other Languages,4.5,
628,Physical Science and Engineering,Electrical Engineering,4.5,
630,Social Sciences,Economics,4.5,
636,Business,Business Strategy,4.5,
682,Data Science,Data Analysis,4.5,
704,Business,Marketing,4.5,
712,Business,Marketing,4.5,
732,Computer Science,Design and Product,4.5,
747,Data Science,Data Analysis,4.5,
820,Business,Leadership and Management,4.5,
827,Arts and Humanities,Music and Art,4.5,
829,Data Science,Data Analysis,4.5,
849,Computer Science,Mobile and Web Development,4.5,
876,Physical Science and Engineering,Electrical Engineering,4.5,
877,Business,Finance,4.5,
879,Data Science,Machine Learning,4.5,
883,Data Science,Machine Learning,4.5,
885,Data Science,Machine Learning,4.5,
894,Business,Leadership and Management,4.5,
905,Personal Development,Personal Development,4.5,
916,Data Science,Data Analysis,4.5,
920,Data Science,Data Analysis,4.5,
933,Business,Business Essentials,4.5,
987,Math and Logic,Math and Logic,4.5,
1012,Personal Development,Personal Development,4.5,
1036,Social Sciences,Economics,4.5,
1038,Language Learning,Learning English,4.5,
1047,Business,Finance,4.5,
1074,Information Technology,Cloud Computing,4.5,
1086,Physical Science and Engineering,Mechanical Engineering,4.5,
1099,Business,Business Strategy,4.5,
1120,Personal Development,Personal Development,4.5,
1126,Data Science,Data Analysis,4.5,
1139,Computer Science,Design and Product,4.5,
1149,Data Science,Data Analysis,4.5,
1197,Business,Business Strategy,4.5,
1205,Business,Business Essentials,4.5,
1206,Data Science,Data Analysis,4.5,
1212,Health,Health Informatics,4.5,
